"date","요일","가격","당근거래량","당근_강수량_지속영향_size10","군산대_s4"
"2020.6.26","금요일",1120,304622.4,18.24447952,0.122478915
"2020.6.27","토요일",1050,159380.6,14.00105975,0.111205433
"2020.6.29","월요일",1205,363116.4,27.05919579,0.130569948
"2020.6.30","화요일",1275,318394.5,30.75215333,0.121056782
"2020.7.1","수요일",1214,321747.5,30.44859827,0.117221418
"2020.7.2","목요일",1143,340227,30.47906802,0.107706592
"2020.7.3","금요일",1278,317510,24.05601654,0.142246903
"2020.7.4","토요일",996,165194,30.74045847,0.170454545
"2020.7.6","월요일",1333,519002,27.34638858,0.129193433
"2020.7.7","화요일",1228,304827,29.20475761,0.109291698
"2020.7.8","수요일",1183,330547,20.13188275,0.110164981
"2020.7.9","목요일",1326,258840,21.1382112,0.117382413
"2020.7.10","금요일",1266,319307.4,31.26608794,0.133529701
"2020.7.11","토요일",910,118570,23.30528373,0.122605364
"2020.7.13","월요일",1377,394652.6,33.62027057,0.116385473
"2020.7.14","화요일",1096,271305.5,38.63494927,0.122618466
"2020.7.15","수요일",1242,337936,33.12610297,0.131972789
"2020.7.16","목요일",1321,351133.4,31.80137542,0.131478659
"2020.7.17","금요일",1240,328840.6,33.29194288,0.112011791
"2020.7.18","토요일",1105,136451,28.07134912,0.113801453
"2020.7.20","월요일",1320,415432.4,18.62840286,0.122010737
"2020.7.21","화요일",1253,292881,28.89073281,0.129682997
"2020.7.22","수요일",1207,256246.2,10.13828636,0.134689922
"2020.7.23","목요일",1136,191531.4,32.55825629,0.117353308
"2020.7.24","금요일",1216,259101.4,27.30167606,0.133196721
"2020.7.25","토요일",889,97319.5,27.47678316,0.118012422
"2020.7.27","월요일",1355,401521.3,33.4408493,0.106687898
"2020.7.28","화요일",1197,324622,36.27446825,0.0882072473
"2020.7.29","수요일",1157,300018.2,39.72015032,0.0915168623
"2020.7.30","목요일",1251,283843.1,42.90472003,0.0981788079
"2020.7.31","금요일",1276,281501,38.35706126,0.0932951563
"2020.8.1","토요일",1290,38460,32.22921458,0.0990225244
"2020.8.3","월요일",1291,432970,37.31178504,0.0998527246
"2020.8.4","화요일",1312,275716.5,33.28387073,0.0924163642
"2020.8.5","수요일",1291,290076,28.44136039,0.0895698291
"2020.8.6","목요일",1229,221456.5,34.48666667,0.0629767442
"2020.8.7","금요일",1295,287560,33.00481774,0.10075188
"2020.8.8","토요일",1271,151828,41.1313867,0.0956730769
"2020.8.10","월요일",1419,369415.5,47.00909433,0.104872252
"2020.8.11","화요일",1284,303597.8,48.19191281,0.120626853
"2020.8.12","수요일",1316,259157.8,46.52891394,0.11023622
"2020.8.13","목요일",1247,300705,44.56341977,0.0951595693
"2020.8.14","금요일",1328,303611.2,40.05869974,0.0929160263
"2020.8.15","토요일",1263,144071.2,37.79033446,0.105137964
"2020.8.17","월요일",1424,429288.4,32.61164224,0.0919366993
"2020.8.18","화요일",1337,348994.2,21.88798196,0.109074934
"2020.8.19","수요일",1286,266914.5,20.65270199,0.0960041515
"2020.8.20","목요일",1283,265619.4,10.37111612,0.0960428109
"2020.8.21","금요일",1204,276982.2,9.570762871,0.0890975721
"2020.8.22","토요일",1167,128958.8,7.388493048,0.0847573479
"2020.8.24","월요일",1424,346292.4,6.172717024,0.0928853755
"2020.8.25","화요일",1271,312576.2,5.512093198,0.0891573794
"2020.8.26","수요일",1299,343227,14.64900413,0.102976567
"2020.8.27","목요일",1337,239124,14.7432469,0.0975504942
"2020.8.28","금요일",1318,224514.8,16.9148215,0.0915422886
"2020.8.29","토요일",1273,127220.2,18.18679444,0.093124456
"2020.8.31","월요일",1547,304590.8,18.13345359,0.092305463
"2020.9.1","화요일",1279,315948,15.40453213,0.11526695
"2020.9.2","수요일",1336,373705.5,41.74786171,0.0796314125
"2020.9.3","목요일",1431,314943,47.09452837,0.0932024169
"2020.9.4","금요일",1363,259282,41.5074333,0.09835336
"2020.9.5","토요일",1152,182499,46.86342728,0.10460251
"2020.9.7","월요일",1700,314554,58.75784292,0.0808871494
"2020.9.8","화요일",1651,261585,57.11064262,0.0915999178
"2020.9.9","수요일",1459,297368,57.25939872,0.117384196
"2020.9.10","목요일",1910,393783.4,56.21490417,0.106390907
"2020.9.11","금요일",1484,281195.2,33.17224352,0.0891562002
"2020.9.12","토요일",1584,197896.6,49.37819617,0.0776744186
"2020.9.14","월요일",1710,356381.6,35.53353626,0.0992268041
"2020.9.15","화요일",1750,351801.8,23.47278467,0.0917095863
"2020.9.16","수요일",1803,408399,8.60472003,0.0973005815
"2020.9.17","목요일",1702,366091,27.75790304,0.104848552
"2020.9.18","금요일",1909,383874.2,8.814580985,0.112158603
"2020.9.19","토요일",1289,125881.6,9.708560691,0.119373479
"2020.9.21","월요일",2042,502229.6,7.835633221,0.13583948
"2020.9.22","화요일",1897,464411,6.241991732,0.123792648
"2020.9.23","수요일",1792,408298,7.77934611,0.132947679
"2020.9.24","목요일",1565,423233.2,6.020232995,0.136688346
"2020.9.25","금요일",1773,400527.2,5.326877114,0.126699929
"2020.9.26","토요일",1405,187076.2,4.516076663,0.122793079
"2020.9.28","월요일",2001,422012.6,5.13222097,0.12633618
