"date","요일","가격","토마토거래량","기온_지속영향_size5","토마토_강수량_지속영향_size10"
"2020.9.2","수요일",3055,333594,25.76,31.51688476
"2020.9.3","목요일",3113,289658,25.1,40.79915154
"2020.9.4","금요일",3360,253417,24.28,36.81468552
"2020.9.5","토요일",3246,374089.5,23.26,39.36292528
"2020.9.7","월요일",3186,300524,22.3,52.36190798
"2020.9.8","화요일",3249,200435,22.06,50.76951878
"2020.9.9","수요일",3410,224589.5,21.62,52.10582524
"2020.9.10","목요일",3588,203119,21.5,49.07819333
"2020.9.11","금요일",3811,223810,21.58,35.95401435
"2020.9.12","토요일",3964,231096.4,21.42,41.41550865
"2020.9.14","월요일",4359,229464.9,20.92,38.78408611
"2020.9.15","화요일",4781,152758,20.94,26.14763191
"2020.9.16","수요일",5450,162348.5,20.78,8.901988181
"2020.9.17","목요일",7348,129235,20.7,27.20974251
"2020.9.18","금요일",7068,158722.5,20.62,6.628910933
"2020.9.19","토요일",6299,169781,20.22,8.805576192
"2020.9.21","월요일",6004,228581,19.28,4.976542845
"2020.9.22","화요일",5536,108182,18.56,3.378729422
"2020.9.23","수요일",5529,88460,18.08,4.970616294
"2020.9.24","목요일",5587,142487,18.06,2.316331786
"2020.9.25","금요일",5596,152575.5,18.12,2.488417054
"2020.9.26","토요일",5262,176807,18.42,3.35
"2020.9.28","월요일",5024,285116.5,18.38,2.767370198
